,title,type,listed_in,director,country,rating,duration_value,duration_unit,release_year,date_added,added_year,added_month,added_day_of_month,added_week_day_number,added_week_day_name
5682,We Are Legends,Movie,Sports Movies,Daniel Yee Heng Chan,Hong Kong,TV-14,109,min,2019,2019-06-01,2019,6,1,5,saturday
5683,Chopsticks,Movie,Comedies,Sachin Yardi,India,TV-MA,101,min,2019,2019-05-31,2019,5,31,4,friday
5684,Chopsticks,Movie,Dramas,Sachin Yardi,India,TV-MA,101,min,2019,2019-05-31,2019,5,31,4,friday
5685,Chopsticks,Movie,Independent Movies,Sachin Yardi,India,TV-MA,101,min,2019,2019-05-31,2019,5,31,4,friday
5686,Mere Pyare Prime Minister,Movie,Dramas,Rakeysh Omprakash Mehra,India,TV-MA,103,min,2019,2019-05-31,2019,5,31,4,friday
5687,Mere Pyare Prime Minister,Movie,International Movies,Rakeysh Omprakash Mehra,India,TV-MA,103,min,2019,2019-05-31,2019,5,31,4,friday
5688,Pegasus,Movie,Comedies,Han Han,China,TV-MA,98,min,2019,2019-05-31,2019,5,31,4,friday
5689,Pegasus,Movie,Dramas,Han Han,China,TV-MA,98,min,2019,2019-05-31,2019,5,31,4,friday
5690,Pegasus,Movie,International Movies,Han Han,China,TV-MA,98,min,2019,2019-05-31,2019,5,31,4,friday
5691,Svaha: The Sixth Finger,Movie,International Movies,Jang Jae-hyun,South Korea,TV-MA,123,min,2019,2019-05-30,2019,5,30,3,thursday
5692,Svaha: The Sixth Finger,Movie,Thrillers,Jang Jae-hyun,South Korea,TV-MA,123,min,2019,2019-05-30,2019,5,30,3,thursday
5693,After Maria,Movie,Documentaries,Nadia Hallgren,United States,TV-PG,38,min,2019,2019-05-24,2019,5,24,4,friday
5694,Joy,Movie,Dramas,Sudabeh Mortezai,Austria,TV-MA,101,min,2019,2019-05-24,2019,5,24,4,friday
5695,Joy,Movie,Independent Movies,Sudabeh Mortezai,Austria,TV-MA,101,min,2019,2019-05-24,2019,5,24,4,friday
5696,Joy,Movie,International Movies,Sudabeh Mortezai,Austria,TV-MA,101,min,2019,2019-05-24,2019,5,24,4,friday
5697,Rim of the World,Movie,Action & Adventure,McG,United States,TV-14,99,min,2019,2019-05-24,2019,5,24,4,friday
5698,Rim of the World,Movie,Independent Movies,McG,United States,TV-14,99,min,2019,2019-05-24,2019,5,24,4,friday
5699,Rim of the World,Movie,Sci-Fi & Fantasy,McG,United States,TV-14,99,min,2019,2019-05-24,2019,5,24,4,friday
5700,The Perfection,Movie,Horror Movies,Richard Shepard,United States,TV-MA,91,min,2019,2019-05-24,2019,5,24,4,friday
5701,The Perfection,Movie,LGBTQ Movies,Richard Shepard,United States,TV-MA,91,min,2019,2019-05-24,2019,5,24,4,friday
5702,The Perfection,Movie,Music & Musicals,Richard Shepard,United States,TV-MA,91,min,2019,2019-05-24,2019,5,24,4,friday
5703,A Tale of Two Kitchens,Movie,Documentaries,Trisha Ziff,United States,TV-PG,30,min,2019,2019-05-22,2019,5,22,2,wednesday
5704,A Tale of Two Kitchens,Movie,International Movies,Trisha Ziff,United States,TV-PG,30,min,2019,2019-05-22,2019,5,22,2,wednesday
5705,The Man Who Feels No Pain,Movie,Action & Adventure,Vasan Bala,India,TV-14,137,min,2018,2019-05-22,2019,5,22,2,wednesday
5706,The Man Who Feels No Pain,Movie,Comedies,Vasan Bala,India,TV-14,137,min,2018,2019-05-22,2019,5,22,2,wednesday
5707,The Man Who Feels No Pain,Movie,International Movies,Vasan Bala,India,TV-14,137,min,2018,2019-05-22,2019,5,22,2,wednesday
5708,Wanda Sykes: Not Normal,Movie,Stand-Up Comedy,Linda Mendoza,United States,TV-MA,66,min,2019,2019-05-21,2019,5,21,1,tuesday
5709,1994,TV Show,Crime TV Shows,Diego Enrique Osorno,Mexico,TV-MA,1,Season,2019,2019-05-17,2019,5,17,4,friday
5710,1994,TV Show,Docuseries,Diego Enrique Osorno,Mexico,TV-MA,1,Season,2019,2019-05-17,2019,5,17,4,friday
5711,1994,TV Show,International TV Shows,Diego Enrique Osorno,Mexico,TV-MA,1,Season,2019,2019-05-17,2019,5,17,4,friday
5712,Born in Gaza,Movie,Documentaries,Hernán Zin,Spain,TV-14,70,min,2014,2019-05-17,2019,5,17,4,friday
5713,Born in Gaza,Movie,International Movies,Hernán Zin,Spain,TV-14,70,min,2014,2019-05-17,2019,5,17,4,friday
5714,Born in Syria,Movie,Documentaries,Hernán Zin,Denmark,TV-14,87,min,2016,2019-05-17,2019,5,17,4,friday
5715,Born in Syria,Movie,International Movies,Hernán Zin,Denmark,TV-14,87,min,2016,2019-05-17,2019,5,17,4,friday
5716,Dying to Tell,Movie,Documentaries,Hernán Zin,Spain,TV-MA,88,min,2018,2019-05-17,2019,5,17,4,friday
5717,Dying to Tell,Movie,International Movies,Hernán Zin,Spain,TV-MA,88,min,2018,2019-05-17,2019,5,17,4,friday
5718,Maria,Movie,Action & Adventure,Pedring A. Lopez,Philippines,TV-MA,90,min,2019,2019-05-17,2019,5,17,4,friday
5719,Maria,Movie,International Movies,Pedring A. Lopez,Philippines,TV-MA,90,min,2019,2019-05-17,2019,5,17,4,friday
5720,Saverio Raimondo: Il Satiro Parlante,Movie,Stand-Up Comedy,Francesco Imperato,Italy,TV-MA,53,min,2019,2019-05-17,2019,5,17,4,friday
5721,See You Yesterday,Movie,Dramas,Stefon Bristol,United States,TV-MA,87,min,2019,2019-05-17,2019,5,17,4,friday
5722,See You Yesterday,Movie,Sci-Fi & Fantasy,Stefon Bristol,United States,TV-MA,87,min,2019,2019-05-17,2019,5,17,4,friday
5723,See You Yesterday,Movie,Thrillers,Stefon Bristol,United States,TV-MA,87,min,2019,2019-05-17,2019,5,17,4,friday
5724,Good Sam,Movie,Children & Family Movies,Kate Melville,United States,TV-PG,90,min,2019,2019-05-16,2019,5,16,3,thursday
5725,Good Sam,Movie,Dramas,Kate Melville,United States,TV-PG,90,min,2019,2019-05-16,2019,5,16,3,thursday
5726,Jonaki,Movie,Dramas,Aditya Vikram Sengupta,India,TV-MA,96,min,2018,2019-05-16,2019,5,16,3,thursday
5727,Jonaki,Movie,Independent Movies,Aditya Vikram Sengupta,India,TV-MA,96,min,2018,2019-05-16,2019,5,16,3,thursday
5728,Jonaki,Movie,International Movies,Aditya Vikram Sengupta,India,TV-MA,96,min,2018,2019-05-16,2019,5,16,3,thursday
5729,PATRICK (2019),Movie,Children & Family Movies,Mandie Fletcher,United Kingdom,TV-PG,94,min,2019,2019-05-16,2019,5,16,3,thursday
5730,PATRICK (2019),Movie,Comedies,Mandie Fletcher,United Kingdom,TV-PG,94,min,2019,2019-05-16,2019,5,16,3,thursday
5731,Hamid,Movie,Dramas,Aijaz Khan,India,TV-MA,108,min,2018,2019-05-15,2019,5,15,2,wednesday
5732,Hamid,Movie,Independent Movies,Aijaz Khan,India,TV-MA,108,min,2018,2019-05-15,2019,5,15,2,wednesday
5733,Hamid,Movie,International Movies,Aijaz Khan,India,TV-MA,108,min,2018,2019-05-15,2019,5,15,2,wednesday
5734,Backdraft 2,Movie,Action & Adventure,Gonzalo López-Gallego,United States,R,102,min,2019,2019-05-14,2019,5,14,1,tuesday
5735,Backdraft 2,Movie,Dramas,Gonzalo López-Gallego,United States,R,102,min,2019,2019-05-14,2019,5,14,1,tuesday
5736,Weed the People,Movie,Documentaries,Abby Epstein,United States,TV-MA,94,min,2018,2019-05-14,2019,5,14,1,tuesday
5737,Malibu Rescue,Movie,Children & Family Movies,Savage Steve Holland,United States,TV-G,70,min,2019,2019-05-13,2019,5,13,0,monday
5738,Malibu Rescue,Movie,Comedies,Savage Steve Holland,United States,TV-G,70,min,2019,2019-05-13,2019,5,13,0,monday
5739,Merata: How Mum Decolonised the Screen,Movie,Documentaries,Hepi Mita,New Zealand,TV-14,88,min,2018,2019-05-12,2019,5,12,6,sunday
5740,Dry Martina,Movie,Dramas,Che Sandoval,Chile,TV-MA,100,min,2018,2019-05-11,2019,5,11,5,saturday
5741,Dry Martina,Movie,Independent Movies,Che Sandoval,Chile,TV-MA,100,min,2018,2019-05-11,2019,5,11,5,saturday
5742,Dry Martina,Movie,International Movies,Che Sandoval,Chile,TV-MA,100,min,2018,2019-05-11,2019,5,11,5,saturday
5743,Shéhérazade,Movie,Dramas,Jean-Bernard Marlin,France,TV-MA,111,min,2019,2019-05-11,2019,5,11,5,saturday
5744,Shéhérazade,Movie,Independent Movies,Jean-Bernard Marlin,France,TV-MA,111,min,2019,2019-05-11,2019,5,11,5,saturday
5745,Shéhérazade,Movie,International Movies,Jean-Bernard Marlin,France,TV-MA,111,min,2019,2019-05-11,2019,5,11,5,saturday
5746,The Great Magician,Movie,Action & Adventure,Yee Tung-Shing,Hong Kong,TV-14,128,min,2011,2019-05-11,2019,5,11,5,saturday
5747,The Great Magician,Movie,Comedies,Yee Tung-Shing,Hong Kong,TV-14,128,min,2011,2019-05-11,2019,5,11,5,saturday
5748,The Great Magician,Movie,Dramas,Yee Tung-Shing,Hong Kong,TV-14,128,min,2011,2019-05-11,2019,5,11,5,saturday
5749,In Family I Trust,Movie,Comedies,Patricia Font,Spain,TV-MA,98,min,2018,2019-05-10,2019,5,10,4,friday
5750,In Family I Trust,Movie,Dramas,Patricia Font,Spain,TV-MA,98,min,2018,2019-05-10,2019,5,10,4,friday
5751,In Family I Trust,Movie,International Movies,Patricia Font,Spain,TV-MA,98,min,2018,2019-05-10,2019,5,10,4,friday
5752,Wine Country,Movie,Comedies,Amy Poehler,United States,R,104,min,2019,2019-05-10,2019,5,10,4,friday
5753,Gatao 2: Rise of the King,Movie,Action & Adventure,Yen Cheng-kuo,Taiwan,TV-MA,126,min,2018,2019-05-09,2019,5,9,3,thursday
5754,Gatao 2: Rise of the King,Movie,Dramas,Yen Cheng-kuo,Taiwan,TV-MA,126,min,2018,2019-05-09,2019,5,9,3,thursday
5755,Gatao 2: Rise of the King,Movie,International Movies,Yen Cheng-kuo,Taiwan,TV-MA,126,min,2018,2019-05-09,2019,5,9,3,thursday
5756,Last Breath,Movie,Documentaries,Alex Parkinson,United Kingdom,TV-MA,86,min,2019,2019-05-06,2019,5,6,0,monday
5757,Last Breath,Movie,Documentaries,Richard da Costa,United Kingdom,TV-MA,86,min,2019,2019-05-06,2019,5,6,0,monday
5758,Last Breath,Movie,International Movies,Alex Parkinson,United Kingdom,TV-MA,86,min,2019,2019-05-06,2019,5,6,0,monday
5759,Last Breath,Movie,International Movies,Richard da Costa,United Kingdom,TV-MA,86,min,2019,2019-05-06,2019,5,6,0,monday
5760,The Wandering Earth,Movie,International Movies,Frant Gwo,China,TV-MA,125,min,2019,2019-05-06,2019,5,6,0,monday
5761,The Wandering Earth,Movie,Sci-Fi & Fantasy,Frant Gwo,China,TV-MA,125,min,2019,2019-05-06,2019,5,6,0,monday
5762,All In My Family,Movie,Documentaries,Hao Wu,United States,TV-14,40,min,2019,2019-05-03,2019,5,3,4,friday
5763,All In My Family,Movie,LGBTQ Movies,Hao Wu,United States,TV-14,40,min,2019,2019-05-03,2019,5,3,4,friday
5764,Crime Diaries: Night Out,TV Show,Crime TV Shows,Felipe Cano,Mexico,TV-MA,1,Season,2019,2019-05-03,2019,5,3,4,friday
5765,Crime Diaries: Night Out,TV Show,International TV Shows,Felipe Cano,Mexico,TV-MA,1,Season,2019,2019-05-03,2019,5,3,4,friday
5766,Crime Diaries: Night Out,TV Show,Spanish-Language TV Shows,Felipe Cano,Mexico,TV-MA,1,Season,2019,2019-05-03,2019,5,3,4,friday
5767,Despite Everything,Movie,Comedies,Gabriela Tagliavini,Spain,TV-MA,79,min,2019,2019-05-03,2019,5,3,4,friday
5768,Despite Everything,Movie,International Movies,Gabriela Tagliavini,Spain,TV-MA,79,min,2019,2019-05-03,2019,5,3,4,friday
5769,Despite Everything,Movie,Romantic Movies,Gabriela Tagliavini,Spain,TV-MA,79,min,2019,2019-05-03,2019,5,3,4,friday
5770,"Extremely Wicked, Shockingly Evil and Vile",Movie,Dramas,Joe Berlinger,United States,R,110,min,2019,2019-05-03,2019,5,3,4,friday
5771,"Extremely Wicked, Shockingly Evil and Vile",Movie,Independent Movies,Joe Berlinger,United States,R,110,min,2019,2019-05-03,2019,5,3,4,friday
5772,Jo Pil-ho: The Dawning Rage,Movie,Dramas,Lee Jeong-beom,South Korea,TV-MA,128,min,2018,2019-05-03,2019,5,3,4,friday
5773,Jo Pil-ho: The Dawning Rage,Movie,International Movies,Lee Jeong-beom,South Korea,TV-MA,128,min,2018,2019-05-03,2019,5,3,4,friday
5774,Jo Pil-ho: The Dawning Rage,Movie,Thrillers,Lee Jeong-beom,South Korea,TV-MA,128,min,2018,2019-05-03,2019,5,3,4,friday
5775,The Last Summer,Movie,Comedies,William Bindley,United States,TV-14,110,min,2019,2019-05-03,2019,5,3,4,friday
5776,The Last Summer,Movie,Romantic Movies,William Bindley,United States,TV-14,110,min,2019,2019-05-03,2019,5,3,4,friday
5777,Laatu,Movie,Comedies,Manav Shah,India,TV-PG,116,min,2018,2019-05-02,2019,5,2,3,thursday
5778,Laatu,Movie,Dramas,Manav Shah,India,TV-PG,116,min,2018,2019-05-02,2019,5,2,3,thursday
5779,Laatu,Movie,International Movies,Manav Shah,India,TV-PG,116,min,2018,2019-05-02,2019,5,2,3,thursday
5780,Olympus Has Fallen,Movie,Action & Adventure,Antoine Fuqua,United States,R,119,min,2013,2019-05-02,2019,5,2,3,thursday
5781,John & Yoko: Above Us Only Sky,Movie,Documentaries,Michael Epstein,United Kingdom,TV-MA,90,min,2018,2019-05-01,2019,5,1,2,wednesday
5782,John & Yoko: Above Us Only Sky,Movie,Music & Musicals,Michael Epstein,United Kingdom,TV-MA,90,min,2018,2019-05-01,2019,5,1,2,wednesday
5783,Knock Down The House,Movie,Documentaries,Rachel Lears,United States,PG,88,min,2019,2019-05-01,2019,5,1,2,wednesday
5784,Munafik 2,Movie,Horror Movies,Syamsul Yusof,Malaysia,TV-MA,104,min,2018,2019-05-01,2019,5,1,2,wednesday
5785,Munafik 2,Movie,International Movies,Syamsul Yusof,Malaysia,TV-MA,104,min,2018,2019-05-01,2019,5,1,2,wednesday
5786,Sur Sapata,Movie,Comedies,Mangesh Kanthale,India,TV-14,140,min,2019,2019-05-01,2019,5,1,2,wednesday
5787,Sur Sapata,Movie,Dramas,Mangesh Kanthale,India,TV-14,140,min,2019,2019-05-01,2019,5,1,2,wednesday
5788,Sur Sapata,Movie,International Movies,Mangesh Kanthale,India,TV-14,140,min,2019,2019-05-01,2019,5,1,2,wednesday
5789,A Home with A View,Movie,Comedies,Herman Yau,Hong Kong,TV-MA,92,min,2019,2019-04-30,2019,4,30,1,tuesday
5790,A Home with A View,Movie,International Movies,Herman Yau,Hong Kong,TV-MA,92,min,2019,2019-04-30,2019,4,30,1,tuesday
5791,Anthony Jeselnik: Fire in the Maternity Ward,Movie,Stand-Up Comedy,Marcus Raboy,United States,TV-MA,64,min,2019,2019-04-30,2019,4,30,1,tuesday
5792,Teen Aur Aadha,Movie,Dramas,Dar Gai,India,TV-MA,119,min,2018,2019-04-29,2019,4,29,0,monday
5793,Teen Aur Aadha,Movie,Independent Movies,Dar Gai,India,TV-MA,119,min,2018,2019-04-29,2019,4,29,0,monday
5794,Teen Aur Aadha,Movie,International Movies,Dar Gai,India,TV-MA,119,min,2018,2019-04-29,2019,4,29,0,monday
5795,The Hateful Eight: Extended Version,TV Show,TV Shows,Quentin Tarantino,United States,R,1,Season,2015,2019-04-25,2019,4,25,3,thursday
5796,Loving is Losing,Movie,Comedies,Fernando Ayllón,Colombia,TV-MA,91,min,2019,2019-04-26,2019,4,26,4,friday
5797,Loving is Losing,Movie,International Movies,Fernando Ayllón,Colombia,TV-MA,91,min,2019,2019-04-26,2019,4,26,4,friday
5798,Loving is Losing,Movie,Romantic Movies,Fernando Ayllón,Colombia,TV-MA,91,min,2019,2019-04-26,2019,4,26,4,friday
5799,Money Trap,Movie,Comedies,Yılmaz Erdoğan,Turkey,TV-MA,122,min,2019,2019-04-26,2019,4,26,4,friday
5800,Money Trap,Movie,Dramas,Yılmaz Erdoğan,Turkey,TV-MA,122,min,2019,2019-04-26,2019,4,26,4,friday
5801,Money Trap,Movie,International Movies,Yılmaz Erdoğan,Turkey,TV-MA,122,min,2019,2019-04-26,2019,4,26,4,friday
5802,Njan Prakashan,Movie,Comedies,Sathyan Anthikad,India,TV-PG,125,min,2018,2019-04-26,2019,4,26,4,friday
5803,Njan Prakashan,Movie,Dramas,Sathyan Anthikad,India,TV-PG,125,min,2018,2019-04-26,2019,4,26,4,friday
5804,Njan Prakashan,Movie,International Movies,Sathyan Anthikad,India,TV-PG,125,min,2018,2019-04-26,2019,4,26,4,friday
5805,ReMastered: Devil at the Crossroads,Movie,Documentaries,Brian Oakes,United States,TV-14,49,min,2019,2019-04-26,2019,4,26,4,friday
5806,ReMastered: Devil at the Crossroads,Movie,Music & Musicals,Brian Oakes,United States,TV-14,49,min,2019,2019-04-26,2019,4,26,4,friday
5807,A Fortunate Man,Movie,Dramas,Bille August,Denmark,TV-MA,168,min,2018,2019-04-20,2019,4,20,5,saturday
5808,A Fortunate Man,Movie,International Movies,Bille August,Denmark,TV-MA,168,min,2018,2019-04-20,2019,4,20,5,saturday
5809,Music Teacher,Movie,Dramas,Sarthak Dasgupta,India,TV-14,102,min,2019,2019-04-19,2019,4,19,4,friday
5810,Music Teacher,Movie,Independent Movies,Sarthak Dasgupta,India,TV-14,102,min,2019,2019-04-19,2019,4,19,4,friday
5811,Music Teacher,Movie,International Movies,Sarthak Dasgupta,India,TV-14,102,min,2019,2019-04-19,2019,4,19,4,friday
5812,Someone Great,Movie,Comedies,Jennifer Kaytin Robinson,United States,R,92,min,2019,2019-04-19,2019,4,19,4,friday
5813,Someone Great,Movie,Romantic Movies,Jennifer Kaytin Robinson,United States,R,92,min,2019,2019-04-19,2019,4,19,4,friday
5814,The Ruthless,Movie,Dramas,Renato De Maria,Italy,TV-MA,111,min,2019,2019-04-19,2019,4,19,4,friday
5815,The Ruthless,Movie,International Movies,Renato De Maria,Italy,TV-MA,111,min,2019,2019-04-19,2019,4,19,4,friday
5816,A Little Chaos,Movie,Dramas,Alan Rickman,United Kingdom,R,113,min,2014,2019-04-17,2019,4,17,2,wednesday
5817,A Little Chaos,Movie,Independent Movies,Alan Rickman,United Kingdom,R,113,min,2014,2019-04-17,2019,4,17,2,wednesday
5818,A Little Chaos,Movie,International Movies,Alan Rickman,United Kingdom,R,113,min,2014,2019-04-17,2019,4,17,2,wednesday
5819,Franco Escamilla: Bienvenido al mundo,Movie,Stand-Up Comedy,Ulises Valencia,Mexico,TV-MA,54,min,2019,2019-04-17,2019,4,17,2,wednesday
5820,About Time,Movie,Comedies,Richard Curtis,United Kingdom,R,123,min,2013,2019-04-16,2019,4,16,1,tuesday
5821,About Time,Movie,Dramas,Richard Curtis,United Kingdom,R,123,min,2013,2019-04-16,2019,4,16,1,tuesday
5822,About Time,Movie,International Movies,Richard Curtis,United Kingdom,R,123,min,2013,2019-04-16,2019,4,16,1,tuesday
5823,Bollywood Calling,Movie,Comedies,Nagesh Kukunoor,India,TV-MA,102,min,2001,2019-04-15,2019,4,15,0,monday
5824,Bollywood Calling,Movie,Dramas,Nagesh Kukunoor,India,TV-MA,102,min,2001,2019-04-15,2019,4,15,0,monday
5825,Bollywood Calling,Movie,International Movies,Nagesh Kukunoor,India,TV-MA,102,min,2001,2019-04-15,2019,4,15,0,monday
5826,Ek Khiladi Ek Haseena,Movie,International Movies,Suparn Verma,India,TV-14,141,min,2005,2019-04-15,2019,4,15,0,monday
5827,Ek Khiladi Ek Haseena,Movie,Music & Musicals,Suparn Verma,India,TV-14,141,min,2005,2019-04-15,2019,4,15,0,monday
5828,Ek Khiladi Ek Haseena,Movie,Thrillers,Suparn Verma,India,TV-14,141,min,2005,2019-04-15,2019,4,15,0,monday
5829,Generation Iron 3,Movie,Documentaries,Vlad Yudin,United States,TV-MA,95,min,2018,2019-04-15,2019,4,15,0,monday
5830,Generation Iron 3,Movie,Sports Movies,Vlad Yudin,United States,TV-MA,95,min,2018,2019-04-15,2019,4,15,0,monday
5831,Hazaaron Khwaishein Aisi,Movie,Dramas,Sudhir Mishra,India,TV-MA,111,min,2003,2019-04-15,2019,4,15,0,monday
5832,Hazaaron Khwaishein Aisi,Movie,International Movies,Sudhir Mishra,India,TV-MA,111,min,2003,2019-04-15,2019,4,15,0,monday
5833,Hazaaron Khwaishein Aisi,Movie,Romantic Movies,Sudhir Mishra,India,TV-MA,111,min,2003,2019-04-15,2019,4,15,0,monday
5834,Jhankaar Beats,Movie,Comedies,Sujoy Ghosh,India,TV-14,131,min,2003,2019-04-15,2019,4,15,0,monday
5835,Jhankaar Beats,Movie,International Movies,Sujoy Ghosh,India,TV-14,131,min,2003,2019-04-15,2019,4,15,0,monday
5836,Jhankaar Beats,Movie,Music & Musicals,Sujoy Ghosh,India,TV-14,131,min,2003,2019-04-15,2019,4,15,0,monday
5837,Mumbai Matinee,Movie,Comedies,Anant Balani,India,TV-14,116,min,2003,2019-04-15,2019,4,15,0,monday
5838,Mumbai Matinee,Movie,International Movies,Anant Balani,India,TV-14,116,min,2003,2019-04-15,2019,4,15,0,monday
5839,Mumbai Matinee,Movie,Romantic Movies,Anant Balani,India,TV-14,116,min,2003,2019-04-15,2019,4,15,0,monday
5840,Rainbow Jelly,Movie,Dramas,Soukarya Ghosal,India,TV-14,119,min,2018,2019-04-15,2019,4,15,0,monday
5841,Rainbow Jelly,Movie,International Movies,Soukarya Ghosal,India,TV-14,119,min,2018,2019-04-15,2019,4,15,0,monday
5842,Rainbow Jelly,Movie,Sci-Fi & Fantasy,Soukarya Ghosal,India,TV-14,119,min,2018,2019-04-15,2019,4,15,0,monday
5843,Shabd,Movie,Dramas,Leena Yadav,India,TV-14,146,min,2005,2019-04-15,2019,4,15,0,monday
5844,Shabd,Movie,International Movies,Leena Yadav,India,TV-14,146,min,2005,2019-04-15,2019,4,15,0,monday
5845,Shabd,Movie,Romantic Movies,Leena Yadav,India,TV-14,146,min,2005,2019-04-15,2019,4,15,0,monday
5846,Shortcut Safari,Movie,Action & Adventure,Amitabha Singh,India,TV-PG,101,min,2016,2019-04-15,2019,4,15,0,monday
5847,Shortcut Safari,Movie,Comedies,Amitabha Singh,India,TV-PG,101,min,2016,2019-04-15,2019,4,15,0,monday
5848,Shortcut Safari,Movie,Dramas,Amitabha Singh,India,TV-PG,101,min,2016,2019-04-15,2019,4,15,0,monday
5849,Thriller,Movie,Horror Movies,Dallas Jackson,United States,TV-MA,87,min,2018,2019-04-14,2019,4,14,6,sunday
5850,Who Would You Take to a Deserted Island?,Movie,Dramas,Jota Linares,Spain,TV-MA,94,min,2019,2019-04-13,2019,4,13,5,saturday
5851,Who Would You Take to a Deserted Island?,Movie,International Movies,Jota Linares,Spain,TV-MA,94,min,2019,2019-04-13,2019,4,13,5,saturday
5852,Dabbe 5: Zehr-i Cin,Movie,Horror Movies,Hasan Karacadağ,Turkey,TV-MA,133,min,2014,2019-04-12,2019,4,12,4,friday
5853,Dabbe 5: Zehr-i Cin,Movie,International Movies,Hasan Karacadağ,Turkey,TV-MA,133,min,2014,2019-04-12,2019,4,12,4,friday
5854,Dabbe: The Possession,Movie,Horror Movies,Hasan Karacadağ,Turkey,TV-MA,135,min,2013,2019-04-12,2019,4,12,4,friday
5855,Dabbe: The Possession,Movie,International Movies,Hasan Karacadağ,Turkey,TV-MA,135,min,2013,2019-04-12,2019,4,12,4,friday
5856,The Perfect Date,Movie,Comedies,Chris Nelson,United States,TV-14,91,min,2019,2019-04-12,2019,4,12,4,friday
5857,The Perfect Date,Movie,Romantic Movies,Chris Nelson,United States,TV-14,91,min,2019,2019-04-12,2019,4,12,4,friday
5858,Persona,TV Show,International TV Shows,Lee Kyoungmi,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5859,Persona,TV Show,International TV Shows,Yim Pilsung,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5860,Persona,TV Show,International TV Shows,Jeon Go-woon,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5861,Persona,TV Show,International TV Shows,Kim Jong-kwan,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5862,Persona,TV Show,Korean TV Shows,Lee Kyoungmi,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5863,Persona,TV Show,Korean TV Shows,Yim Pilsung,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5864,Persona,TV Show,Korean TV Shows,Jeon Go-woon,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5865,Persona,TV Show,Korean TV Shows,Kim Jong-kwan,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
5866,Persona,TV Show,TV Dramas,Lee Kyoungmi,South Korea,TV-MA,1,Season,2019,2019-04-11,2019,4,11,3,thursday
